src,tgt
89-75+83=,97
59+15-95=,-21
52-16-19=,17
52+16+26=,94
20-22-10=,-12
5+14-91=,-72
12+2-80=,-66
34-95+23=,-38
85-27+18=,76
57+40+22=,119
62+14+6=,82
91-87-94=,-90
26+53-36=,43
36-21+89=,104
31-53+16=,-6
1+36-80=,-43
31-42-64=,-75
93+27+20=,140
20+100+28=,148
32-40-88=,-96
39-36-75=,-72
18-10+41=,49
45-53-40=,-48
6+91-77=,20
43+47+69=,159
100-16-51=,33
45-52+90=,83
92+60-14=,138
23-24+7=,6
74-59+81=,96
44-77+51=,18
60-13+29=,76
57-4-10=,43
27-53+92=,66
10+84+18=,112
100+61+82=,243
21-82+84=,23
10-79+29=,-40
53-11-29=,13
87-6+52=,133
25-48+22=,-1
2+87+91=,180
38-72-45=,-79
77-79+13=,11
17-55+43=,5
56+28-61=,23
24-69-49=,-94
14-9-86=,-81
91-70+63=,84
81-41-97=,-57
8-63+41=,-14
92+9+12=,113
61-46-19=,-4
12+72+9=,93
79-46+15=,48
7-62+17=,-38
24-98+85=,11
51+63-40=,74
83-31-8=,44
25+40-72=,-7
70+41-93=,18
10-65-36=,-91
28+36+44=,108
56-98+72=,30
6-15-27=,-36
6-60+99=,45
13-6-44=,-37
52-93-25=,-66
59-39-11=,9
74+95-2=,167
44+61+56=,161
85+40+77=,202
56+92-72=,76
53-13-75=,-35
12-57+35=,-10
5-4-94=,-93
8-5+85=,88
70-67-39=,-36
31-22-92=,-83
65+17+59=,141
16-50-42=,-76
77+85+85=,247
26-64-93=,-131
63+37-80=,20
68-90+100=,78
70+68-93=,45
80+38-59=,59
84+47-87=,44
68-97+91=,62
80+38-46=,72
70+64+34=,168
52+68+1=,121
24-100-23=,-99
4-27-78=,-101
89-35+26=,80
75+98-27=,146
93-49+13=,57
77+29-61=,45
42-47+66=,61
56+96-80=,72
33+21+43=,97
51+26+56=,133
7+25-27=,5
18+24-7=,35
78-53-0=,25
7-17+75=,65
20+90+75=,185
21+35+0=,56
44-45+95=,94
90+90-26=,154
31-32+58=,57
54+77+36=,167
7+23+35=,65
81+39-15=,105
7+6+85=,98
24+96+26=,146
62+8+37=,107
4+92-34=,62
15-5-83=,-73
68+20+9=,97
76-84+66=,58
8+94-70=,32
75-25-66=,-16
4-16-72=,-84
73+96+48=,217
67-100+95=,62
15-50+9=,-26
49-85+65=,29
75+46+58=,179
39+70+68=,177
75+11+84=,170
1-88+68=,-19
0-14-99=,-113
67-12+92=,147
24+69+57=,150
34-76+39=,-3
91+75+1=,167
91-4-94=,-7
41+19+78=,138
59+59+60=,178
38+14+9=,61
41+2-12=,31
60+61+5=,126
73-17-28=,28
22+73+20=,115
72+69-4=,137
32-55-85=,-108
23-57-63=,-97
44+85-80=,49
26+9-69=,-34
21+54+29=,104
52-97+9=,-36
60+45+1=,106
95-37-100=,-42
75+77-75=,77
31+59+48=,138
31-56-43=,-68
9+32+89=,130
77-44+8=,41
71-47-6=,18
53-34+41=,60
17+34-34=,17
90+62-67=,85
79-99+59=,39
64-71+27=,20
33-16+99=,116
73-52+1=,22
22+23-25=,20
54+39+96=,189
71-72-64=,-65
54+22+57=,133
21-91+95=,25
35+98-63=,70
34+45-54=,25
40-14+45=,71
12+12-15=,9
5-85+45=,-35
6+12+86=,104
80-83+95=,92
48+97+70=,215
28+60-5=,83
62-1-10=,51
21-46-26=,-51
81-63-54=,-36
67-20+76=,123
5+8-96=,-83
63-26+60=,97
65+82+68=,215
99-80+88=,107
57+76-62=,71
6+21+79=,106
86-43+33=,76
84-11+52=,125
80+15-36=,59
68+74-15=,127
78+1-31=,48
67+18+62=,147
62-22+35=,75
89-83-17=,-11
73+99+45=,217
68-89-73=,-94
3-25+0=,-22
82-59-26=,-3
86+4+72=,162
49-79+46=,16
38-25-41=,-28
51-68+34=,17
61-35+64=,90
71+55+44=,170
10-78+15=,-53
29-41-82=,-94
47+43-14=,76
16+76+49=,141
21+91+3=,115
5-0+28=,33
90-93-23=,-26
52-50+37=,39
8+13-90=,-69
6-35+34=,5
64-1-42=,21
34+49+30=,113
20+27-2=,45
29-46+33=,16
27+61-57=,31
70+60-26=,104
38+66-89=,15
31+53+42=,126
45-70-54=,-79
80+98+83=,261
34+94-91=,37
95+35+17=,147
32+30-24=,38
90+5-26=,69
71+62+94=,227
59+93+84=,236
56+88-71=,73
24+55-81=,-2
66+38-77=,27
72+71-87=,56
9-72+56=,-7
19+67-39=,47
37-16+41=,62
60-47-61=,-48
52+69+20=,141
51-14-1=,36
75+13+39=,127
41+23+50=,114
23-60+86=,49
17-18+5=,4
74+4-97=,-19
83+79-9=,153
51+47-96=,2
81+50-47=,84
13-94-14=,-95
79-35+28=,72
99-28-56=,15
68-21-43=,4
61-38-37=,-14
14-5+16=,25
14+90+5=,109
46+93+22=,161
49-82+67=,34
12-14-14=,-16
34+79-85=,28
20+32-33=,19
83+32-87=,28
10+29-100=,-61
64+55-17=,102
75-10-14=,51
84+49-4=,129
82-98-13=,-29
5-83+58=,-20
52+63+78=,193
70-79+6=,-3
96-21-30=,45
11-5-68=,-62
3+17+41=,61
32-23-17=,-8
8+33-91=,-50
30+93+63=,186
78+9+73=,160
69-33-4=,32
29-62-44=,-77
28-94-6=,-72
54+78-30=,102
16+26-99=,-57
36-52+77=,61
77-7-100=,-30
78+80+48=,206
16+38+14=,68
55-6-38=,11
89+79+99=,267
25-100+74=,-1
31-25-10=,-4
36+85-65=,56
69+87-52=,104
61+51-84=,28
96+87-83=,100
71+45-87=,29
57-38-21=,-2
45+29-24=,50
61+38+27=,126
16+56+73=,145
37+54+94=,185
70-26-38=,6
62+62-59=,65
70+68-4=,134
13+25+68=,106
62+26+15=,103
20-70+86=,36
41+50-18=,73
43+65+80=,188
19-20+74=,73
4+95-17=,82
23+93-50=,66
85-70-43=,-28
53-18-59=,-24
28-19+44=,53
22+60+92=,174
64-39-66=,-41
2+32-65=,-31
16+6-92=,-70
62-18-20=,24
45-8-11=,26
17+4+71=,92
49-89-21=,-61
88-64-83=,-59
39-13-36=,-10
25+60+58=,143
91+79+27=,197
63-44-46=,-27
25+8-19=,14
93+8-3=,98
66-71-92=,-97
43+64+76=,183
39+59-30=,68
87+97-11=,173
83-16-99=,-32
63-7-95=,-39
50+0-0=,50
85-23-46=,16
49-6-1=,42
19-21-92=,-94
51+51+3=,105
13-35+43=,21
95+40-23=,112
90+1-40=,51
12-49+73=,36
81+55-66=,70
73-26+9=,56
75-19+73=,129
52+42-23=,71
98+7+39=,144
28+5+45=,78
83+47-76=,54
87+66-70=,83
80+91+47=,218
71+67-90=,48
46-13-79=,-46
79+47+73=,199
57-44+46=,59
80-58+22=,44
22+90-89=,23
59-54+22=,27
75+32+29=,136
11+99+85=,195
96-84-80=,-68
15+27-48=,-6
3-60+32=,-25
58+50+16=,124
54-44-15=,-5
66+63+33=,162
84+50-68=,66
89-39-97=,-47
66+67-66=,67
2-79-14=,-91
5+95-15=,85
19+78-23=,74
5+82+70=,157
0+4+33=,37
36-84+100=,52
20+54-84=,-10
14-94+89=,9
74-44-97=,-67
66-0+51=,117
66-75+33=,24
86-11-61=,14
47-68+39=,18
12+55+83=,150
52-11-74=,-33
91-41+54=,104
78+16-31=,63
72-86-25=,-39
75-21-58=,-4
15-0+28=,43
49-33+9=,25
93-85-93=,-85
64+61-22=,103
54+21-55=,20
54+32+71=,157
66+12-79=,-1
85-58-25=,2
66-99+21=,-12
96-41-46=,9
4-92+28=,-60
93-8+75=,160
61-5+9=,65
86+22-36=,72
95+39+26=,160
77+46+21=,144
7-7+98=,98
38-66+33=,5
35-91+26=,-30
82-98-12=,-28
22-2+98=,118
32+64+7=,103
64-40-33=,-9
9-67-1=,-59
49+74+89=,212
73-44+45=,74
18-25-23=,-30
17+17+63=,97
43+64+78=,185
83+82+78=,243
57-84-89=,-116
44-32-34=,-22
91+40-78=,53
40+77+50=,167
47+63+28=,138
93+64+38=,195
98-96+43=,45
90-91+66=,65
42+37+42=,121
2-92+60=,-30
78+31-71=,38
87+51+6=,144
48-87+5=,-34
44+20+36=,100
38-100+81=,19
93-55+36=,74
96+97-65=,128
50+9-5=,54
63-43-92=,-72
74-6+98=,166
77+58-48=,87
82+51+97=,230
33+50+11=,94
61-87-25=,-51
48-80-21=,-53
58+88+52=,198
7+40+15=,62
54+68-66=,56
10+41+93=,144
35-93-15=,-73
98-2+63=,159
28-28+92=,92
83-20+70=,133
57-72+54=,39
58+12+95=,165
67-72+23=,18
96+95+13=,204
9-16-32=,-39
5-25+71=,51
12-45-57=,-90
21-20+57=,58
8+1+64=,73
26-6+31=,51
84+24-38=,70
29+77-78=,28
53+72-28=,97
21+55+34=,110
68-64+83=,87
54-64+10=,0
93-63+34=,64
18-50-8=,-40
97+56-51=,102
63-28-88=,-53
75+81+40=,196
69-57+43=,55
50-85+28=,-7
65-47-7=,11
36-90-74=,-128
42-86-53=,-97
0-4-6=,-10
1+0-2=,-1
4-4+4=,4
4-0+8=,12
7+6+0=,13
4+1+7=,12
7+7+8=,22
5+4-5=,4
2-3-2=,-3
9+7+9=,25
3+8+4=,15
1+6-7=,0
6-7-8=,-9
9-0+9=,18
9+5-2=,12
1-3-5=,-7
7+8+9=,24
4-5-9=,-10
6-1+8=,13
8-1+4=,11
6+3-1=,8
8+3-0=,11
7+9-0=,16
9-0+9=,18
5-1-2=,2
9-5-6=,-2
4-1-4=,-1
7-5+4=,6
1-2-5=,-6
7+9-0=,16
6+9-1=,14
1+8-4=,5
7+5+2=,14
4+0+7=,11
1+7+1=,9
2+4-4=,2
0+5+0=,5
7+2-9=,0
8+5-1=,12
9-0+4=,13
5-2-8=,-5
6-1+2=,7
8+4+6=,18
9-0-5=,4
9-3+7=,13
0-0+4=,4
9+9-2=,16
7-9+2=,0
4-7-8=,-11
3+9+2=,14
3+5-6=,2
6-5-5=,-4
8-8+1=,1
5+7+0=,12
1+4+1=,6
9+8+9=,26
6+4-5=,5
6-7-0=,-1
0+3-8=,-5
1-3+9=,7
7+8+8=,23
9-5+3=,7
8-9-8=,-9
5-2+8=,11
3+5+8=,16
0-7-2=,-9
3+3+7=,13
6-0-1=,5
0-1-6=,-7
6+7-6=,7
4+5-0=,9
4-2+8=,10
9+7-6=,10
8-3-2=,3
6+2+6=,14
0+6+3=,9
1+2-0=,3
8+4-5=,7
5-8-1=,-4
2+7+1=,10
7+2+0=,9
3+6+4=,13
6-9-1=,-4
9-9-0=,0
8-9-8=,-9
8+4-0=,12
9+6-1=,14
4-6+4=,2
7+8-5=,10
3-4+8=,7
3-5+1=,-1
7+3+3=,13
4+2+1=,7
0-5+4=,-1
5-4-0=,1
3-9+1=,-5
2-6-8=,-12
9+5+7=,21
2+2+8=,12
0+3-7=,-4
3-4+8=,7
1+6+7=,14
1+6+0=,7
4+8+6=,18
9-7-5=,-3
1+8+9=,18
1-8+4=,-3
8+2+9=,19
1-8+4=,-3
1-9+1=,-7
2+2-8=,-4
2-1+8=,9
2+3-1=,4
8-2-7=,-1
7+4+6=,17
0+0-5=,-5
4-0-8=,-4
3-8+2=,-3
1-9+1=,-7
5-3+6=,8
1+2+9=,12
6+9+3=,18
0-4+3=,-1
3-1+9=,11
2-0+6=,8
3+8-7=,4
3-1+5=,7
6+9-1=,14
4+0-2=,2
0+6-3=,3
2-8-4=,-10
9+0-5=,4
3-5-1=,-3
9-4+6=,11
7-9+3=,1
2-5+0=,-3
1+5+3=,9
4-6-4=,-6
2+7+6=,15
5-7-4=,-6
3-9+9=,3
1-5-2=,-6
7-3+9=,13
9-3+9=,15
9+0+9=,18
1+8-9=,0
0+5+3=,8
9-8-9=,-8
0-8+1=,-7
1+2-3=,0
8+1-7=,2
8+5-4=,9
5-8+5=,2
5+6-8=,3
5+4+7=,16
9-6+7=,10
5+4+9=,18
4+4+0=,8
9+4+6=,19
7-8+2=,1
1-5+6=,2
1+5-7=,-1
1+7+0=,8
5+5+3=,13
8+6+6=,20
8-6-8=,-6
2-4-1=,-3
4-3-5=,-4
2-9-5=,-12
9+3-7=,5
1+7+7=,15
5+9-1=,13
4+7-1=,10
6-7-0=,-1
6-1+0=,5
8+9-8=,9
8-6-4=,-2
8-0-2=,6
1-6-4=,-9
5+9+1=,15
6+5+1=,12
3-0-5=,-2
1+6+0=,7
5-9-2=,-6
7-9-0=,-2
8+7-9=,6
9-2+9=,16
5-9+0=,-4
0+6-9=,-3
7+7-5=,9
1-0+9=,10
4-8-8=,-12
3-4+2=,1
1-6-3=,-8
2+5-6=,1
4-2+2=,4
6-8-7=,-9
0-4-7=,-11
2-5-9=,-12
1-1+7=,7
0-1+9=,8
3-3-7=,-7
9-1-0=,8
4-6+4=,2
1-4-6=,-9
5-9+3=,-1
7+5-1=,11
1+7+1=,9
0+0+0=,0
8-7-4=,-3
6-5+3=,4
0+1+9=,10
6+6-9=,3
3+7-8=,2
4+0-4=,0
0+9+3=,12
4+1+3=,8
5-6-7=,-8
4-2-8=,-6
7+6+2=,15
5+6+1=,12
4+2-8=,-2
2-4+5=,3
6-5-7=,-6
6+5-1=,10
0+2-7=,-5
5+8-7=,6
7+1+2=,10
1+9-5=,5
1-0+2=,3
6-0+9=,15
1+5-3=,3
7+3+6=,16
6-6-4=,-4
0-7+9=,2
6-8+0=,-2
0+8+6=,14
6-2-1=,3
0-9+8=,-1
3+9-2=,10
2+2-5=,-1
1-8+7=,0
5-6-3=,-4
7-4+9=,12
8+5-1=,12
5+5-2=,8
6-1+8=,13
1+0+5=,6
9-0-0=,9
4+7-5=,6
9-1-0=,8
5-5+7=,7
5-6-5=,-6
2+1+4=,7
4+2-8=,-2
0-7+9=,2
4-3-6=,-5
5+3-3=,5
5-0-3=,2
2+1+3=,6
9-3-5=,1
1+8+3=,12
4+2+0=,6
6-2-5=,-1
4+4-2=,6
4-0+0=,4
3-0-3=,0
3+1-4=,0
6+1+3=,10
6+1+6=,13
0-2-9=,-11
8-9+7=,6
6+7+9=,22
8+1+1=,10
8-5-5=,-2
2+8+5=,15
7-7-4=,-4
3+6-8=,1
0-1+8=,7
6-8-3=,-5
0+2-0=,2
5-4+9=,10
8-6+3=,5
9-6+5=,8
4+4+9=,17
2-7+2=,-3
7+9+8=,24
8+2+6=,16
5+4+3=,12
8+7-9=,6
8+1-0=,9
0-5-5=,-10
8-7-7=,-6
7+4-1=,10
9+8-8=,9
8-4-0=,4
5+7+3=,15
9+3-4=,8
8+4+1=,13
9-3-0=,6
8-6-1=,1
7+8+8=,23
8-8-4=,-4
2+9-2=,9
4-0-0=,4
3+1-4=,0
9-8+3=,4
6+8-4=,10
8+1-8=,1
8-4-4=,0
6+8+7=,21
0-4+9=,5
4-1+9=,12
6-9+2=,-1
2+1+3=,6
8-4+6=,10
4+4-7=,1
0+2+0=,2
1+4-9=,-4
7+0-6=,1
7+2+8=,17
4+3+7=,14
0-1+8=,7
5+9-0=,14
6-7+8=,7
3+6-3=,6
3+4-7=,0
3-8-4=,-9
7-0-6=,1
9-1+6=,14
0-7-7=,-14
0+3+4=,7
0+1-2=,-1
7-8+7=,6
4-1+7=,10
5-3-9=,-7
6+5+2=,13
7+3-0=,10
8+3+9=,20
6+2-7=,1
1-9+9=,1
1+3-1=,3
4-8+4=,0
2-8-2=,-8
9-7-6=,-4
7+6-2=,11
1+1-1=,1
7+2+0=,9
7+4-0=,11
6+2+0=,8
2+9-3=,8
6+9-9=,6
2-7-9=,-14
5+7-3=,9
1+0-9=,-8
3-6-4=,-7
5+0-3=,2
2+1+3=,6
6+4-8=,2
5+2-0=,7
6+5-3=,8
2-8+7=,1
7-6+0=,1
8+1+2=,11
9-7+5=,7
6+4+1=,11
0+9+8=,17
4+1-6=,-1
6+3-7=,2
2+9+5=,16
5+0-7=,-2
4+1+4=,9
0-2+3=,1
8+5-1=,12
8-6+5=,7
0-5-6=,-11
6-0+7=,13
4-6-4=,-6
6+6-3=,9
2-4+6=,4
0-6-5=,-11
0-8-2=,-10
6+1-4=,3
5+5+1=,11
2+9-6=,5
8-2+3=,9
1+2+9=,12
5-5-4=,-4
6-8+2=,0
8-2+0=,6
0-6-1=,-7
8-3-4=,1
8-4+7=,11
8-6+7=,9
4-3-3=,-2
7-2-7=,-2
4-6-0=,-2
0+8-2=,6
8+7+5=,20
3+3-9=,-3
2+3+9=,14
2-0+3=,5
4-1+8=,11
5+3-7=,1
1+8-3=,6
0+4-2=,2
1-8+3=,-4
2-3+4=,3
7+2+3=,12
1-6-2=,-7
3+5+8=,16
3-1+6=,8
1+2-0=,3
1+6-6=,1
9-7-4=,-2
3-0+2=,5
9-1+7=,15
3+2-4=,1
4-5+8=,7
7-8+2=,1
1-0+3=,4
5-9+3=,-1
5+5+1=,11
4+1+1=,6
2+4-0=,6
5+9+4=,18
9-7-4=,-2
1+8-6=,3
7-8+4=,3
1+3+0=,4
7+1+4=,12
3+7-0=,10
8-7+8=,9
0-5-0=,-5
5+8-3=,10
1-4+2=,-1
2-2-1=,-1
6-4-5=,-3
0+9+0=,9
8+3+4=,15
7+1-8=,0
0-6-9=,-15
9-0+8=,17
0-0+1=,1
5+1-3=,3
6-7+0=,-1
8+9+5=,22
5-8+2=,-1
1-3+6=,4
1+7+5=,13
8-1+0=,7
2+7-5=,4
9-8+4=,5
7-2+4=,9
6+6+2=,14
7-5-7=,-5
2+2+5=,9
3+1-1=,3
5-2-8=,-5
4-5+3=,2
7+3+5=,15
7-4-5=,-2
2-6-3=,-7
8-9-5=,-6
6+8+0=,14
2-2-0=,0
0-9-0=,-9
9-2+6=,13
9+2+8=,19
2+7-0=,9
9-7+5=,7
5+1-1=,5
1-2+3=,2
7-0+6=,13
6-6-9=,-9
9+9+7=,25
8+2-0=,10
7-3-7=,-3
9+8+1=,18
7-1+3=,9
4+2-3=,3
5+2-8=,-1
9-0+9=,18
4-6+9=,7
8+5+2=,15
8+7-2=,13
1-5-7=,-11
3-1+7=,9
3-4+4=,3
8-2+6=,12
3+5-8=,0
0-3+3=,0
3+3-7=,-1
6+5-6=,5
1+0-9=,-8
6+9+2=,17
4+1+3=,8
7-4+1=,4
9+8+5=,22
9+9-0=,18
9-9-0=,0
7+7-8=,6
9-6+6=,9
6+6-7=,5
5+3-2=,6
6+4+1=,11
6-5-3=,-2
0-8+8=,0
8+1+8=,17
0-2+8=,6
1+7+4=,12
2+5-1=,6
4-4-6=,-6
9-3+3=,9
5+4-3=,6
7-0+6=,13
0+9-2=,7
9-2-6=,1
3+8-4=,7
5+8+5=,18
5-2-2=,1
4+1-2=,3
5-0-8=,-3
5+8-3=,10
5+0-2=,3
7-7+7=,7
7+5-5=,7
7+5-3=,9
8+2+7=,17
7+0+5=,12
6+1+8=,15
8-1+2=,9
7-6+5=,6
6+6+9=,21
9-2+4=,11
5+8-1=,12
8-5-6=,-3
9+6-5=,10
0-4+1=,-3
5-3+2=,4
3+4-8=,-1
3+3+9=,15
6-2+6=,10
1-0-4=,-3
9+7+1=,17
0-1+0=,-1
6-1+9=,14
4+8-4=,8
5-2+6=,9
0+7+0=,7
4-3+0=,1
7+4+8=,19
2-6+7=,3
5-4-7=,-6
2-4-7=,-9
9-8-5=,-4
4+2+6=,12
0+3-3=,0
3+1-9=,-5
8+5+4=,17
3-2+6=,7
7+8-0=,15
9-6-5=,-2
9-5-7=,-3
1+9+1=,11
1-0-1=,0
5+1+8=,14
6-2-5=,-1
5+0+0=,5
4+6+1=,11
0-3-5=,-8
8-5+1=,4
4-5+4=,3
9+2-4=,7
4-8-9=,-13
2+4+2=,8
5+3+6=,14
8+8+7=,23
8-5-9=,-6
1+0+7=,8
7+3-9=,1
0+0+9=,9
2-3+7=,6
2+0+8=,10
3+7-9=,1
5+0-1=,4
6-3-2=,1
8+2+8=,18
7-1+7=,13
2+7+8=,17
7+0+7=,14
9-7-1=,1
8+6+0=,14
9-3+7=,13
4-5+2=,1
4-3-0=,1
5+3-4=,4
3+1+6=,10
8-7+6=,7
1+0+6=,7
2+6+4=,12
9-3-5=,1
9+3+2=,14
3+9-3=,9
1+4-8=,-3
5+0-1=,4
9+4+9=,22
6+3+5=,14
7-1-1=,5
0-8+8=,0
9-6-2=,1
1+1-1=,1
6+4+0=,10
7-9-6=,-8
3+5-5=,3
6-2-4=,0
2-8-1=,-7
8+1-5=,4
8+1-1=,8
7+2+5=,14
6-7-1=,-2
5-4+2=,3
5-1+3=,7
7+1+6=,14
7+2+7=,16
0+7-8=,-1
8-8-2=,-2
0-8+7=,-1
7+8-7=,8
3+1-5=,-1
3-0-9=,-6
8+7+0=,15
6+9+3=,18
2+0-8=,-6
5+9+0=,14
4-5+1=,0
1+1+4=,6
9+1-2=,8
9-0-6=,3
8-7-5=,-4
3+5-2=,6
8-7+1=,2
1+4-6=,-1
8+2-1=,9
4+8-5=,7
9+1-3=,7
5-5-1=,-1
9+7+8=,24
4-7-5=,-8
4+9+7=,20
8-9+1=,0
8-1-0=,7
2-4-8=,-10
5-6+3=,2
3-6-7=,-10
6+3+9=,18
0+5+3=,8
0-7-8=,-15
4-6-6=,-8
1-2-0=,-1
3+5+2=,10
7+4+6=,17
0-2+7=,5
7-3-0=,4
3-5+7=,5
3-1+3=,5
9-3-5=,1
3-2-1=,0
0-4+9=,5
9-7-7=,-5
8+7-2=,13
4+4-0=,8
0-2+5=,3
9-4+8=,13
8-9-9=,-10
5+9+1=,15
9+3-3=,9
4-7+7=,4
2+5+5=,12
1+5-7=,-1
9-8-6=,-5
3-6+2=,-1
1-5-3=,-7
6+1-1=,6
0-8-3=,-11
2-6+1=,-3
4-6+1=,-1
8+3+2=,13
9-8+6=,7
8+1+3=,12
4-0+8=,12
8+3+7=,18
1-4+8=,5
5-3-0=,2
3+2-5=,0
3+7-2=,8
8-6-3=,-1
2-0+6=,8
7+4-7=,4
6-9+8=,5
2-1+6=,7
7+6+3=,16
7-0+1=,8
5-4+2=,3
2-4+0=,-2
1+5+6=,12
8+5+7=,20
6-2-8=,-4
9+8-1=,16
6-1+9=,14
3+7+8=,18
0+5+7=,12
1-7+4=,-2
5+0+6=,11
3-0+9=,12
3-8+2=,-3
4+3-6=,1
4+8-8=,4
3+3-1=,5
7-9+3=,1
2+3+5=,10
2+6+1=,9
0+2+0=,2
7+9+3=,19
6-4+3=,5
7+2+7=,16
0-2+5=,3
3-5+1=,-1
1-2-9=,-10
8+9-0=,17
8-2+9=,15
8+0-8=,0
6-6+5=,5
0+7+3=,10
6-3-7=,-4
4+3-7=,0
7+3-5=,5
1-3+6=,4
3-8-2=,-7
6+1+4=,11
0-9-9=,-18
6+7-1=,12
0-4-6=,-10
2-3-1=,-2
9+0+4=,13
6+9+1=,16
1+0-0=,1
5-0+6=,11
3-1+4=,6
1-5+4=,0
8-3-7=,-2
0-9-2=,-11
7+9+8=,24
9-5-0=,4
2+0-6=,-4
1-8-3=,-10
3-0+5=,8
0+6-9=,-3
8-9-2=,-3
5-6-5=,-6
7-7-2=,-2
8-4+3=,7
2-2+5=,5
8-9+5=,4
8+3+2=,13
7-4-7=,-4
8-2+8=,14
9+9+1=,19
9-9-4=,-4
5-0-0=,5
5-3+4=,6
9+1+7=,17
6+3+0=,9
2-7-0=,-5
6+9-9=,6
3+0-5=,-2
5+5+6=,16
8-1-5=,2
3-8+5=,0
6+7-2=,11
4-8+5=,1
3-8-9=,-14
1+4+3=,8
7+9+9=,25
8+9+8=,25
3+0-2=,1
0-8+5=,-3
5+8+1=,14
0+8-0=,8
5+5+5=,15
8-1+5=,12
9-0+3=,12
9+9-8=,10
2-5-0=,-3
2+8-6=,4
6-0-5=,1
3-2+7=,8
6-2+5=,9
5+3+2=,10
1-2+0=,-1
8+5+9=,22
6-2+6=,10
6+6+9=,21
7-1-3=,3
7+4-5=,6
5+7+7=,19
1-2+4=,3
3+2-4=,1
0+1+7=,8
7-6+9=,10
0-2+8=,6
8-7-2=,-1
1+8-7=,2
6-3-3=,0
2+7+9=,18
3-1-8=,-6
3-1+9=,11
8-6+9=,11
8+4-4=,8
1+0-4=,-3
5-3-0=,2
8-5+3=,6
4+0-8=,-4
3+2+5=,10
9-9+0=,0
0-6-5=,-11
8-7-8=,-7
2-2+2=,2
9-5-1=,3
9-1-5=,3
7-3+9=,13
3-0-6=,-3
0+7+6=,13
3+8-8=,3
6+6+9=,21
5-9+4=,0
6+8+2=,16
9+7+4=,20
5-7+9=,7
0+0-2=,-2
6-3-3=,0
3-8-5=,-10
6-7+8=,7
7+5+3=,15
1-3-6=,-8
3-5+4=,2
6-4+3=,5
4-3+3=,4
9+8+5=,22
7-4+9=,12
6-0-3=,3
4+6-5=,5
2+3+8=,13
2+6+6=,14
7-6+6=,7
4+4-6=,2
0-7+8=,1
8-3+1=,6
3+6+1=,10
2+4-1=,5
2-0+5=,7
2-7-1=,-6
6-7+3=,2
1-1-7=,-7
9-0-3=,6
8-6+0=,2
9+5+4=,18
7-6-6=,-5
3-8+8=,3
2-0-0=,2
2+0-7=,-5
4+8+7=,19
3+7-4=,6
6-1-2=,3
2+7+6=,15
5+5+8=,18
3+1+0=,4
8-1-6=,1
2+6+1=,9
0-1-0=,-1
1+7+2=,10
6+8-0=,14
8+6+4=,18
1+1+2=,4
8+1+4=,13
2+4+2=,8
6-1-7=,-2
9+3-9=,3
7-8+7=,6
6+7+9=,22
9+9+7=,25
8-6+0=,2
8+1-9=,0
4-3+1=,2
2+1-6=,-3
0-3+9=,6
3+2-7=,-2
8-7-8=,-7
3-1-1=,1
8-7-7=,-6
9+8+8=,25
0+3-7=,-4
4-6-2=,-4
0+7-4=,3
8+9-5=,12
4-9-2=,-7
8-0+4=,12
8-2-5=,1
1+4+7=,12
2+1+5=,8
2+3-3=,2
9-3-3=,3
5+4+2=,11
4-3-8=,-7
2+4+3=,9
0+9-7=,2
8-5-5=,-2
0+3+3=,6
7-5+6=,8
6+7+0=,13
0+8+0=,8
6+1-7=,0
5-3-9=,-7
6-4-0=,2
2-7-9=,-14
6+3+4=,13
7+0+8=,15
9+4+4=,17
8-5+5=,8
3-3+9=,9
2+8+0=,10
0-2-0=,-2
6+5+4=,15
5-6+0=,-1
0+0+9=,9
4-5+5=,4
5+7-6=,6
5+2-1=,6
5-3+5=,7
8+6-8=,6
0-2-5=,-7
5+6+5=,16
7+7-5=,9
4-9-8=,-13
9-8+1=,2
1+0+7=,8
0-4-1=,-5
8-0+6=,14
2+8+9=,19
1-3+9=,7
6+0-9=,-3
3-1+4=,6
4+9-7=,6
2+9+8=,19
5+2+1=,8
8-4+1=,5
4-7-7=,-10
6-6+3=,3
5+1-7=,-1
8+4-8=,4
0-9+5=,-4
0+0-4=,-4
6+2-4=,4
7+0-9=,-2
8-9-1=,-2
4-5+5=,4
2+2+6=,10
9-3+5=,11
9+0+4=,13
1-8+0=,-7
5-0+2=,7
1-1+1=,1
0-7+2=,-5
5-7+3=,1
8+4+2=,14
7+7-1=,13
9+8+7=,24
6+5+1=,12
6-8+7=,5
7-2+6=,11
2+1-4=,-1
8+0+9=,17
7-2-3=,2
2+9+9=,20
4+3-3=,4
6-3-9=,-6
8+3-6=,5
8+9-5=,12
7-7-2=,-2
0-0+4=,4
3+8-1=,10
8+9-9=,8
5+8-7=,6
9-9-3=,-3
7+1-5=,3
4-6+9=,7
1-4+6=,3
9+0-9=,0
1-4-8=,-11
9+3+4=,16
0-3+7=,4
6-5-3=,-2
1+6+7=,14
9-1+1=,9
4-9-6=,-11
2+0+3=,5
9+2-9=,2
3-7-6=,-10
1+6+4=,11
7+7+0=,14
8-4-1=,3
6+3-0=,9
8+4-6=,6
9+6+5=,20
3-9-3=,-9
7+8+4=,19
0+2-8=,-6
8+9-2=,15
6+2-4=,4
2-8+6=,0
1+3-1=,3
2+7-3=,6
7+8+3=,18
0-7-7=,-14
1-9-5=,-13
1-4-6=,-9
7+7+7=,21
